abstract,keywords,author,url,doi,issn,year,pages,volume,journal,title,ENTRYTYPE,ID
"During the past decade, soft robotics has become a growing new field, and researchers have developed different kinds of soft robots with different actuation technologies and mechanisms. Pneumatic artificial muscles (PAMs), as one kind of the most popular soft actuators, have been widely applied to robotic systems that assist persons. However, PAMs are highly nonlinear, which makes it difficult to achieve accurate force and motion control. Another major problem is their slow response. Efforts have been made to improve the accuracy and responses of PAMs. Adding pre-tensioned springs is one efficient way to improve responses of mechatronic systems. However, the role of pre-tensioned springs in different PAMs-driven mechanical structures has not been sufficiently investigated. In this study, two joint structures combining pre-tensioned springs and PAMs were modeled and their sliding mode controllers (SMC) were designed. The control results were compared with canonical antagonistic PAMs structure in simulation experiments. Moreover, a one-joint prototype actuated by 3 PAMs connected in series with two series-connected springs, was built and used to validate the simulated model. The results with both simulation models and the prototype mechanism showed that, one of joint structure with pre-tensioned springs could achieve better step response and control accuracy than the canonical antagonistic PAMs structure.","Pneumatic artificial muscles (PAMs), Three types of joint spring-PAMs? structures, Sliding mode control",Zhongchao Zhou and Yuanyuan Wang and Wenwei Yu,https://www.sciencedirect.com/science/article/pii/S0921889021002669,https://doi.org/10.1016/j.robot.2021.104017,0921-8890,2022,104017,151,Robotics and Autonomous Systems,The role of pre-tensioned springs in 3 pneumatic artificial muscles driven joint mechanisms with sliding mode controllers,article,ZHOU2022104017
"In order to improve the efficiency and reduce the labor cost of cafeterias, an intelligent master?slave collaborative robot system is developed for cafeteria service in this paper. The developed system can automatically complete the tasks of scooping dishes, taking bowls and pouring dishes into the bowl based on master?slave collaboration. Specifically, a dynamic geometry feature graph convolution network (DGG) is devised using the 3D point cloud of the dish, which can efficiently predict the scooping positions of the different dishes. Moreover, a master?slave motion planning control method is proposed to achieve fast and smooth trajectories for both arms, which can accomplish the cafeteria service tasks collaboratively. Furthermore, we establish a dataset containing point clouds and color images of various Chinese food. Experiments demonstrate that the DGG network can achieve superior performance over other state-of-the-art point cloud segmentation networks. Besides, the designed robot system can well meet the requirements of operation accuracy and speed, confirming its practicality in cafeteria services.","Master?slave collaborative robot, Point cloud segmentation network, Master?slave motion planning",Mingyu Gao and Haiping Zhou and Yuxiang Yang and Zhekang Dong and Zhiwei He,https://www.sciencedirect.com/science/article/pii/S0921889022000690,https://doi.org/10.1016/j.robot.2022.104121,0921-8890,2022,104121,154,Robotics and Autonomous Systems,An intelligent master?slave collaborative robot system for cafeteria service,article,GAO2022104121
"When it comes to the accuracy of autonomous motion, it is necessary to consider object detection and recognition, especially for the robot application of the complex environment. This paper investigates novel dual-view 3D object detection networks combined with the Lidar point cloud and RGB image in engineering scenarios. The developed system is applied for autonomous vehicles that the detected objects are cars, cyclists, and pedestrians. Firstly, a feature extraction network based on the residual module is presented, and the specific features are from the RGB image. The point cloud is transformed into Bird?s Eye View (BEV), and the BEV feature extraction network is built based on sparse convolution. Besides, the feature maps are input into the region proposal network (RPN) to obtain the optimal proposal so that the object classification and the bounding box regression are obtained. Finally, to evaluate the flexibility of the developed framework, extensive data sets are generated through the CARLA simulator and verified on the KITTI data set and unmanned motion platform (BIT-NAZA robot), indicating that the proposed networks can achieve satisfactory performance in the real-world scenario.","Object detection, Lidar point cloud, RGB image, Sensor fusion, Autonomous system",Jing Li and Rui Li and Jiehao Li and Junzheng Wang and Qingbin Wu and Xu Liu,https://www.sciencedirect.com/science/article/pii/S0921889021002542,https://doi.org/10.1016/j.robot.2021.103999,0921-8890,2022,103999,150,Robotics and Autonomous Systems,Dual-view 3D object recognition and detection via Lidar point cloud and camera image,article,LI2022103999
"In this survey, we present the current status on robots performing manipulation tasks that require varying contact with the environment, such that the robot must either implicitly or explicitly control the contact force with the environment to complete the task. Robots can perform more and more manipulation tasks that are still done by humans, and there is a growing number of publications on the topics of (1) performing tasks that always require contact and (2) mitigating uncertainty by leveraging the environment in tasks that, under perfect information, could be performed without contact. The recent trends have seen robots perform tasks earlier left for humans, such as massage, and in the classical tasks, such as peg-in-hole, there is a more efficient generalization to other similar tasks, better error tolerance, and faster planning or learning of the tasks. Thus, in this survey we cover the current stage of robots performing such tasks, starting from surveying all the different in-contact tasks robots can perform, observing how these tasks are controlled and represented, and finally presenting the learning and planning of the skills required to complete these tasks.","Robotic manipulation, Manipulation in contact, Compliance, In-contact tasks, Impedance control",Markku Suomalainen and Yiannis Karayiannidis and Ville Kyrki,https://www.sciencedirect.com/science/article/pii/S0921889022001312,https://doi.org/10.1016/j.robot.2022.104224,0921-8890,2022,104224,156,Robotics and Autonomous Systems,A survey of robot manipulation in contact,article,SUOMALAINEN2022104224
"The combination of elasticity and rigidity found within mammalian limbs enables dexterous manipulation, agile, and versatile behavior, yet most modern robots are either primarily soft or rigid. Hybrid robots, composed of both soft and rigid parts, promote compliance to external forces while maintaining strength and stability provided by rigid robots. Most mammals have ligaments which connect bone to bone, enabling joints to passively redirect forces and softly constrain the range of motion. We present an approach to constructing a new class of hybrid joints through parametric design choices that adjust dynamic properties of the system. The inherent modularity and variability necessitate a model-free controller which can adjust to new contexts in relatively short time. Three joint examples are created along with three tasks to assess quality of the controllers, creating 9 total cases. We show the Soft Actor Critic (SAC) reinforcement learning algorithm outperforms a proportion?integral?derivative (PID) controller in 6/9 cases, yet this changes to 9/9 with a brief re-training period. This work presents a new class of hybrid robotic joints with modifiable dynamics and employs a model-free control training technique which can be fine-tuned for specific scenarios.","Robot dynamics, Deep reinforcement learning, Soft robots, Robotic manipulator, Biomimetics",A.S. Robbins and M. Ho and M. Teodorescu,https://www.sciencedirect.com/science/article/pii/S0921889022000860,https://doi.org/10.1016/j.robot.2022.104150,0921-8890,2022,104150,155,Robotics and Autonomous Systems,Model-free dynamic control of robotic joints with integrated elastic ligaments,article,ROBBINS2022104150
"As robots become part of our everyday lives, they may be required to cooperate without being aware of each other?s capabilities (e.g., because different teams have developed them), and therefore will have to trust each other to work together safely and efficiently. Starting from this premise, this work identifies trust as an essential metric to assign tasks to robots using auction-based mechanisms. We model trust by taking inspiration from popular models in the literature and adapting them to an open environment in which heterogeneous robots may dynamically enter or exit, execute assigned tasks, or verify the correct execution of tasks by other robots. Robots are considered to be heterogeneous in the sense that they may have different capabilities in executing and verifying the execution of actions. In the proposed model, ?doing an action? and ?verifying the execution of an action? are distinct, not necessarily overlapping, capabilities. Some robots may be able to do an action, whereas some robots may not be able to do it but only to observe and judge the ability of other robots to do it. After introducing the relevant formalism, the article describes the system?s architecture implemented in ROS and multiple experiments performed in simulation and with real robots (one NAO and two Pepper robots by SoftBank Robotics), providing a proof-of-concept for broader utilization of the system in cooperative robotic scenarios.","Trust, Robot?robot interaction, Task assignment, Social robotics",Alberto Grillo and Stefano Carpin and Carmine Tommaso Recchiuto and Antonio Sgorbissa,https://www.sciencedirect.com/science/article/pii/S0921889022001555,https://doi.org/10.1016/j.robot.2022.104266,0921-8890,2022,104266,157,Robotics and Autonomous Systems,Trust as a metric for auction-based task assignment in a cooperative team of robots with heterogeneous capabilities,article,GRILLO2022104266
"The jumping movement of quadruped robots is crucial, so a complete set of balanced jumping algorithms is proposed in this paper due to the flaws of the current jumping algorithms. The proposed algorithm includes trajectory planning of the Center of Mass(CoM) and four jumping phases, illustrating the jumping process in detail. Tasks that a quadruped robot with the height of 0.6 m jumps up a step with the height of 0.3 m, 0.4 m, 0.5 m and 0.6 m are the research object. Optimal Parabola Trajectory of CoM(OPTC) is solved by about ten iterations based on the fastest approaching strategy before jumping. During the first phase of jumping, Ground Reaction Forces(GRFs) are precisely distributed to control six Degrees of Freedom(DoFs) based on symmetric six-dimensional spatial mechanics decoupling solution, controlling the robot to adjust itself to the best ejecting posture. The maximum displacement error is less than 0.005 m. During the second phase, full-leg ejection is implemented to eject, guaranteeing that the robot accurately tracks the OPTC after takeoff by updating proportional virtual forces. The tracking Mean Square Error(MSE) is less than 0.06. During the third phase, the flying attitude is adjusted by swinging leg theory summarized in the paper, with the maximum pitch angle less than 4.5°. Meanwhile, the theoretical landing points of feet are calculated to lead the movement of feet, ensuring a soft landing to reduce touchdown impact. The momentary landing velocities of feet are less than 0.09 m/s. During the fourth phase, the robot buffers and brakes to a static state based on the algorithm used in the first phase. Eventually, the proposed algorithms are verified through simulating experiments on Webots physical engine, and the effectiveness and feasibility are validated by the experimental results.","Quadruped robot, Balanced jumping algorithm, Trajectory planning, Spatial mechanics decoupling, Soft landing",Bende Luo and Yinlin Luo,https://www.sciencedirect.com/science/article/pii/S0921889022001671,https://doi.org/10.1016/j.robot.2022.104278,0921-8890,2022,104278,158,Robotics and Autonomous Systems,A balanced jumping control algorithm for quadruped robots,article,LUO2022104278
"This paper proposes an inertial human motion tracking for robot programming by demonstration (PbD). An original element called heading reset is proposed to catch the drift around gravity direction. It is based on a hypothesis made on the human arm motion during a task demonstration. It is used to overcome the non-use of the magnetometer due to magnetic disturbances from robotic environment. This element is implemented in an orientation estimation algorithm and compared with three other IMU algorithms and a commercial MARG algorithm. The human arm trajectory is estimated through three IMUs sensors directly set on the arm to estimate the segment orientation (hand, forearm and arm). A specific inertial-2-segment procedure is presented as well as a procedure to estimate the transformation from human reference frame to task frame, necessary for a PbD process. Experimental tests, using a robot as a reference, have been conducted to validate the different part of the method. The heading reset and the orientation algorithm show good results. The inertial-2-segment procedure is shown to be robust. Finally, experimental tests on a human arm and physical robot validate the complete method.","Robotics, Programming by demonstration, Inertial human motion tracking",Robin Pellois and Olivier Brüls,https://www.sciencedirect.com/science/article/pii/S0921889022001154,https://doi.org/10.1016/j.robot.2022.104201,0921-8890,2022,104201,156,Robotics and Autonomous Systems,An inertial human upper limb motion tracking method for robot programming by demonstration,article,PELLOIS2022104201
"Proactive assistance in human?robot collaboration remains a challenging objective, as the spatial?temporal coordination of the human?robot motion must be considered in conjunction with the object and environmental context. In this paper, we propose an environment-adaptive probabilistic interaction primitive method using learning-from-demonstration. In particular, we propose a novel phase estimation algorithm called Single-axis Uniform Interval Interpolation, which alleviates the restriction of Gaussian or uniform distribution of phase variables. In addition, the environmental constraints in human?robot interactive skills are learned via the regression between environmental parameters and the weight vectors. The proposed method is implemented in a proactive robotic system for typical industrial-motivated human?robot collaborative scenarios, such as assistive push-button assembly and human?robot collaborative object covering. The experimental result validates the effectiveness of the proposed approach.","Learning-from-demonstration, Interactive movement primitives, Human?robot collaboration, Proactivity, Robot grasping",Kun Qian and Xin Xu and Huan Liu and Jishen Bai and Shan Luo,https://www.sciencedirect.com/science/article/pii/S0921889022000185,https://doi.org/10.1016/j.robot.2022.104046,0921-8890,2022,104046,151,Robotics and Autonomous Systems,Environment-adaptive learning from demonstration for proactive assistance in human?robot collaborative tasks,article,QIAN2022104046
"While mobile LiDAR sensors are increasingly used to scan in ecology and forestry applications, reconstruction and characterization are typically carried out offline. Motivated by this, we present an online LiDAR system which is capable of running on a handheld device. Our system is capable of creating 3D point cloud reconstructions of large forest areas, segment and track individual trees, and create an inventory for the detected trees. Segments relating to each tree are accumulated over time, and tree models are completed as more scans are captured from different perspectives. The LiDAR scans are processed in an online fashion, and feedback can be provided to the operator via a screen mounted on the device. This allows the operator to ensure the desired area is mapped satisfactorily without any gaps or missing sections. We employ a pose-graph based SLAM system with loop closures to correct for drift errors allowing us to map large areas accurately. Our mapping system also provides multi-session capability where data captured during different runs can be automatically merged in a post-processing step. In this work, we estimate the Diameter at Breast Height (DBH) of individual trees as an example parameter for the forest inventory. The DBH is estimated online by fitting a cylinder to each tree trunk through a least-squares optimization within a RANSAC loop. We demonstrate our mapping approach operating in two different forests (both ecological and commercial) with the total travel distance spanning several kilometres. Further, we also provide experimental results comparing our DBH estimation to ground-truth measurements recorded manually in an ecological forest (Wytham Woods, Oxford). We demonstrate that our DBH estimates are within ?7 cm accuracy for 90% of individual trees detected in the dataset.","Forestry, SLAM, Real-time Operation, Automated forest inventory",Alexander Proudman and Milad Ramezani and Sundara Tejaswi Digumarti and Nived Chebrolu and Maurice Fallon,https://www.sciencedirect.com/science/article/pii/S0921889022001397,https://doi.org/10.1016/j.robot.2022.104240,0921-8890,2022,104240,157,Robotics and Autonomous Systems,Towards real-time forest inventory using handheld LiDAR,article,PROUDMAN2022104240
"This paper presents the dynamic modelling and linear matrix inequality (LMI) based controller design of a distributed fog computing framework for real-time robot vision applications. A mobile robot vision system acquires the images from an application environment such as a warehouse, where articles are stacked in numerous racks. We characterise the mobile robot vision data (MRVD) using frames per second (FPS) and the image resolution. From the MRVD, object detection is performed by an open-source deep learning (DL) platform for detecting and localising various objects. However, with higher FPS together with high-resolution images, the processing time by the DL algorithm increases significantly. This necessitates the deployment of a distributed computing platform with several computing nodes. In this work, we deploy a distributed fog computing environment (DFCE) for the real-time object detection in an application environment. The processing time required to handle the MRVD is called the service time. However, for efficient auto-scaling performance, the mathematical model of the DFCE, taking into consideration the characteristics of the MRVD is necessary. In this context, we envisage the application of control theory to build the dynamic model of the DFCE. A Linear Parameter Varying (LPV) model is proposed for the DFCE with the service time as the output, the number of fog nodes as the input, and the characteristics of MRVD as the time-varying parameters. At first, an LPV model for the DFCE is derived using system identification, and the model is validated using the real-time test data. The LPV model is converted to a Polytopic LPV (PLPV) model for LMI based controller design. Finally, we develop and validate a Linear Matrix Inequality (LMI) based LPV controller to meet the service time constraints for a given application environment. For localisation and trajectory tracking with obstacle avoidance in the application environment, the mobile robot implements an Extended Kalman Filter (EKF) based simultaneous localisation and mapping (SLAM) and a bug-based path planning algorithm respectively. Finally, we present, detailed controller validation results illustrating the mobile robot navigation together with the auto-scaling control for the fog computing platform to modulate the service time.","Fog computing, LPV modelling, LMI based control, Deep learning for object detection, Mobile robot, SLAM",Dinsha Vinod and P.S. SaiKrishna,https://www.sciencedirect.com/science/article/pii/S0921889022000902,https://doi.org/10.1016/j.robot.2022.104158,0921-8890,2022,104158,155,Robotics and Autonomous Systems,Development of an autonomous fog computing platform using control-theoretic approach for robot-vision applications,article,VINOD2022104158
"While current autonomous navigation systems allow robots to successfully drive themselves from one point to another in specific environments, they typically require extensive manual parameter re-tuning by human robotics experts in order to function in new environments. Furthermore, even for just one complex environment, a single set of fine-tuned parameters may not work well in different regions of that environment. These problems prohibit reliable mobile robot deployment by non-expert users. As a remedy, we propose Adaptive Planner Parameter Learning (appl), a machine learning framework that can leverage non-expert human interaction via several modalities ? including teleoperated demonstrations, corrective interventions, and evaluative feedback ? and also unsupervised reinforcement learning to learn a parameter policy that can dynamically adjust the parameters of classical navigation systems in response to changes in the environment. appl inherits safety and explainability from classical navigation systems while also enjoying the benefits of machine learning, i.e., the ability to adapt and improve from experience. We present a suite of individual appl methods and also a unifying cycle-of-learning scheme that combines all the proposed methods in a framework that can improve navigation performance through continual, iterative human interaction and simulation training.","Mobile robot navigation, Machine learning, Motion planning",Xuesu Xiao and Zizhao Wang and Zifan Xu and Bo Liu and Garrett Warnell and Gauraang Dhamankar and Anirudh Nair and Peter Stone,https://www.sciencedirect.com/science/article/pii/S0921889022000744,https://doi.org/10.1016/j.robot.2022.104132,0921-8890,2022,104132,154,Robotics and Autonomous Systems,APPL: Adaptive Planner Parameter Learning,article,XIAO2022104132
