abstract,keywords,author,url,doi,issn,year,pages,volume,journal,title,ENTRYTYPE,ID
"The key to fine-grained image classification is to find discriminative regions. Most existing methods only use simple baseline networks or low-recognition attention modules to discover object differences, which will limit the model to finding discriminative regions hidden in images. This article proposes an effective method to solve this problem. The first is a novel layered training method, which uses a new training method to enhance the feature extraction ability of the baseline model. The second step focuses on key regions of the image based on improved long short-term memory (LSTM) and multi-head attention. In the third step, based on the feature map obtained by the dual attention network, spatial mapping is performed by a multi-layer perceptron (MLP). Then the element-by-element mutual multiplication calculation of the channel is performed to obtain a feature map with finer granularity. Finally, the CUB-200-2011, FGVC Aircraft, Stanford Cars, and MedMNIST v2 datasets achieved good performance.","Data augmentation, Hierarchical training, Denoising autoencoder, Dual attention mechanism, Interactive attention",Qiangxi Zhu and Wenlan Kuang and Zhixin Li,https://www.sciencedirect.com/science/article/pii/S1047320322001523,https://doi.org/10.1016/j.jvcir.2022.103632,1047-3203,2022,103632,88,Journal of Visual Communication and Image Representation,Dual attention interactive fine-grained classification network based on data augmentation,article,ZHU2022103632
"Most deep learning (DL)-based image restoration methods have exploited excellent performance by learning a non-linear mapping function from low quality images to high quality images. However, two major problems restrict the development of the image restoration methods. First, most existing methods based on fixed degradation suffer from significant performance drop when facing the unknown degradation, because of the huge gap between the fixed degradation and the unknown degradation. Second, the unknown-degradation estimation may lead to restoration task failure due to uncertain estimation errors. To handle the unknown degradation in the real application, we introduce a degradation representation network for single image blind restoration (DRN). Different from the methods of estimating pixel space, we use an encoder network to learn abstract representations for estimating different degradation kernels in the representation space. Furthermore, a degradation perception module with flexible adaptability to different degradation kernels is used to restore more structural details. In our experiments, we compare our DRN with several state-of-the-art methods for two image restoration tasks, including image super-resolution (SR) and image denoising. Quantitative results show that our degradation representation network is accurate and efficient for single image restoration.","Deep learning, Contrastive learning, Image restoration, Convolution neural network",Yan Jin and Zhiwei Jiang and Zhizhong Xue and Yibiao Hu,https://www.sciencedirect.com/science/article/pii/S1047320322001006,https://doi.org/10.1016/j.jvcir.2022.103564,1047-3203,2022,103564,87,Journal of Visual Communication and Image Representation,Image blind restoration based on degradation representation network,article,JIN2022103564
"Underwater images are usually degraded due to light scattering and absorption. To recover the scene radiance of degraded underwater images, a new haze removal method is presented by incorporating a learning-based approach to blurriness estimation with the image formation model. Firstly, the image blurriness is estimated with a linear model trained on a set of selected grayscale images, the average Gaussian images and blurriness images. With the estimated image blurriness, three intermediate background lights (BLs) are computed to obtain the synthesized BL. Then the scene depth is calculated by using the estimated image blurriness and BL to construct a transmission map and restore the scene radiance. Compared with other haze removal methods, haze in degraded underwater images can be removed more accurately with our proposed method. Moreover, visual inspection, quantitative evaluation and application test demonstrate that our method is superior to the compared methods and beneficial to high-level vision tasks.","Underwater image, Image dehazing, Image restoration, Image enhancement",Jian Chen and Hao-Tian Wu and Lu Lu and Xiangyang Luo and Jiankun Hu,https://www.sciencedirect.com/science/article/pii/S1047320322001766,https://doi.org/10.1016/j.jvcir.2022.103656,1047-3203,2022,103656,89,Journal of Visual Communication and Image Representation,Single underwater image haze removal with a learning-based approach to blurriness estimation,article,CHEN2022103656
"Mixed reality can overlay and display 3D digital content in the real world, convey abstract concepts to users, and promote the understanding of complex tasks. However, the abstract graphics overlaid on the physical space may cause a certain cognitive load for local users and reduce the efficiency of collaboration. To improve the efficiency of remote collaboration, we conducted an elicitation study on assembly tasks, explored the user needs for collaboration, and defined the design goals of our remote collaboration method. Inspired by the mirror-neuron mechanism, we present an imitative collaboration method that allows local users to imitate the interaction behavior of remote users to complete tasks. We also propose a series of interaction methods for remote users to select, copy, and interact with the local point clouds to facilitate the expression of collaboration intentions. Finally, the results of a user study evaluating our imitative collaboration method on assembly tasks are reported, confirming that our method improves collaboration efficiency while reducing the cognitive load of local users.","Mixed reality, Remote collaboration, Mirror-neuron, Gestural interaction, Point cloud interaction",Zhenning Zhang and Zhigeng Pan and Weiqing Li and Zhiyong Su,https://www.sciencedirect.com/science/article/pii/S1047320322001249,https://doi.org/10.1016/j.jvcir.2022.103600,1047-3203,2022,103600,88,Journal of Visual Communication and Image Representation,Imitative Collaboration: A mirror-neuron inspired mixed reality collaboration method with remote hands and local replicas,article,ZHANG2022103600
"To increase the richness of the extracted text modality feature information and deeply explore the semantic similarity between the modalities. In this paper, we propose a novel method, named adaptive weight multi-channel center similar deep hashing (AMCDH). The algorithm first utilizes three channels with different configurations to extract feature information from the text modality; and then adds them according to the learned weight ratio to increase the richness of the information. We also introduce the Jaccard coefficient to measure the semantic similarity level between modalities from 0 to 1, and utilize it as the penalty coefficient of the cross-entropy loss function to increase its role in backpropagation. Besides, we propose a method of constructing center similarity, which makes the hash codes of similar data pairs close to the same center point, and dissimilar data pairs are scattered at different center points to generate high-quality hash codes. Extensive experimental evaluations on four benchmark datasets show that the performance of our proposed model AMCDH is significantly better than other competing baselines. The code can be obtained from https://github.com/DaveLiu6/AMCDH.git.","Multi-channel, Center similar, Multimodal retrieval, Deep cross-modal hashing",Xinghua Liu and Guitao Cao and Qiubin Lin and Wenming Cao,https://www.sciencedirect.com/science/article/pii/S1047320322001626,https://doi.org/10.1016/j.jvcir.2022.103642,1047-3203,2022,103642,89,Journal of Visual Communication and Image Representation,Adaptive weight multi-channel center similar deep hashing,article,LIU2022103642
"Many previous occluded person re-identification(re-ID) methods try to use additional clues (pose estimation or semantic parsing models) to focus on non-occluded regions. However, these methods extremely rely on the performance of additional clues and often capture pedestrian features by designing complex modules. In this work, we propose a simple Fine-Grained Multi-Feature Fusion Network (FGMFN) to extract discriminative features, which is a dual-branch structure consisting of global feature branch and partial feature branch. Firstly, we utilize a chunking strategy to extract multi-granularity features to make the pedestrian information contained in it more comprehensive. Secondly, a spatial transformer network is introduced to localize the pedestrianâs upper body, and then introduce a relation-aware attention module to explore the fine-grained information. Finally, we fuse the features obtained from the two branches to obtain a more robust pedestrian representation. Extensive experiments verify the effectiveness of our method under the occlusion scenario.","Occluded person re-identification, Multi-granularity feature, Feature fusion",Guoqing Zhang and Chao Chen and Yuhao Chen and Hongwei Zhang and Yuhui Zheng,https://www.sciencedirect.com/science/article/pii/S1047320322001109,https://doi.org/10.1016/j.jvcir.2022.103581,1047-3203,2022,103581,87,Journal of Visual Communication and Image Representation,Fine-grained-based multi-feature fusion for occluded person re-identification,article,ZHANG2022103581
"Significant challenges still remain despite the impressive recent advances in machine learning techniques, particularly in multimedia data understanding. One of the main challenges in real-world scenarios is the nature and relation between training and test datasets. Very often, only small sets of coarse-grained labeled data are available to train models, which are expected to be applied on large datasets and fine-grained tasks. Weakly supervised learning approaches handle such constraints by maximizing useful training information in labeled and unlabeled data. In this research direction, we propose a weakly supervised approach that analyzes the dataset manifold to expand the available labeled set. A hypergraph manifold ranking algorithm is exploited to represent the contextual similarity information encoded in the unlabeled data and identify strong similarity relations, which are taken as a path to label expansion. The expanded labeled set is subsequently exploited for a more comprehensive and accurate training process. The proposed model was evaluated jointly with supervised and semi-supervised classifiers, including Graph Convolutional Networks. The experimental results on image and video datasets demonstrate significant gains and accurate results for different classifiers in diverse scenarios.","Weakly supervised learning, Manifold learning, Ranking, Hypergraph",JoÃ£o Gabriel Camacho Presotto and Samuel Felipe {dos Santos} and Lucas Pascotti Valem and Fabio Augusto Faria and JoÃ£o Paulo Papa and Jurandy Almeida and Daniel Carlos GuimarÃ£es Pedronette,https://www.sciencedirect.com/science/article/pii/S1047320322001869,https://doi.org/10.1016/j.jvcir.2022.103666,1047-3203,2022,103666,89,Journal of Visual Communication and Image Representation,Weakly supervised learning based on hypergraph manifold ranking,article,PRESOTTO2022103666
"Crypto-space reversible image steganography has attracted increasing attention, given its ability to embed authentication information without revealing the image content. This paper presents an efficient reversible data hiding scheme for crypto-images: a block predictor is applied to compute prediction errors, then an adaptive block mapping algorithm is utilized to compress them whose amplitudes are within a small threshold, finally, this strategy can be applied in a multi-level manner to achieve a higher embedding capacity. Due to the correlations among adjacent pixels in the block, images can be sufficiently compressed to reserve abundant space for additional data embedding. Different from the prior arts, the compression code of the image is fully encrypted. Experimental results verify that the embedded data and original image can be perfectly recovered, the security is higher compared with the state-of-the-arts, and a significant improvement in the average embedding rate is achieved on two large-scale image datasets.","Reversible data hiding, Encrypted images, Multi-Level, Block mapping, Very high embedding capacity",Xu Wang and Ching-Chun Chang and Chia-Chen Lin and Chin-Chen Chang,https://www.sciencedirect.com/science/article/pii/S104732032200092X,https://doi.org/10.1016/j.jvcir.2022.103556,1047-3203,2022,103556,87,Journal of Visual Communication and Image Representation,On the multi-level embedding of crypto-image reversible data hiding,article,WANG2022103556
"With the development of multimedia technology, fine-grained image retrieval has gradually become a new hot topic in computer vision, while its accuracy and speed are limited due to the low discriminative high-dimensional real-valued embedding. To solve this problem, we propose an end-to-end framework named DFMH (Discriminative Feature Mining Hashing), which consists of the DFEM (Discriminative Feature Extracting Module) and SHCM (Semantic Hash Coding Module). Specifically, DFEM explores more discriminative local regions by attention drop and obtains finer local feature expression by attention re-sample. SHCM generates high-quality hash codes by combining the quantization loss and bit balance loss. Validated by extensive experiments and ablation studies, our method consistently outperforms both the state-of-the-art generic retrieval methods as well as fine-grained retrieval methods on three datasets, including CUB Birds, Stanford Dogs and Stanford Cars.","Fine-grained image retrieval, Attention drop, Attention re-sample, Deep hashing",Wenxi Lang and Han Sun and Can Xu and Ningzhong Liu and Huiyu Zhou,https://www.sciencedirect.com/science/article/pii/S1047320322001195,https://doi.org/10.1016/j.jvcir.2022.103592,1047-3203,2022,103592,87,Journal of Visual Communication and Image Representation,Discriminative feature mining hashing for fine-grained image retrieval,article,LANG2022103592
"Images with visual pleasing bokeh effect are often unattainable for mobile cameras with compact optics and tiny sensors. To balance the aesthetic requirements on photo quality and expensive high-end SLR cameras, synthetic bokeh effect rendering has emerged as an attractive machine learning topic for engineering applications on imaging systems. However, most of bokeh rendering models either heavily relied on prior knowledge such as scene depth or were topic-irrelevant data-driven networks without task-specific knowledge, which restricted modelsâ training efficiency and testing accuracy. Since bokeh is closely related to a phenomenon called âcircle of confusionâ, therefore, in this paper, following the principle of bokeh generation, a novel self-supervised multi-scale pyramid fusion network has been proposed for bokeh rendering. During the pyramid fusion process, structure consistencies are employed to emphasize the importance of respective bokeh components. Task-specific knowledge which mimics the âcircle of confusionâ phenomenon through disk blur convolutions is utilized as self-supervised information for network training. The proposed network has been evaluated and compared with several state-of-the-art methods on a public large-scale bokeh dataset- the âEBB!â Dataset. The experiment performance demonstrates that the proposed network has much better processing efficiency and can achieve better realistic bokeh effect with much less parameters size and running time. Related source codes and pre-trained models of the proposed model will be available soon on https://github.com/zfw-cv/MPFNet.","Bokeh rendering, Circle of confusion, Self-supervised, Multi-scale fusion, Structure consistency",Zhifeng Wang and Aiwen Jiang and Chunjie Zhang and Hanxi Li and Bo Liu,https://www.sciencedirect.com/science/article/pii/S1047320322001110,https://doi.org/10.1016/j.jvcir.2022.103580,1047-3203,2022,103580,87,Journal of Visual Communication and Image Representation,Self-supervised multi-scale pyramid fusion networks for realistic bokeh effect rendering,article,WANG2022103580
"LiDAR-based 3D object detection is important for autonomous driving scene perception, but point clouds produced by LiDAR are irregular and unstructured in nature, and cannot be adopted by the conventional Convolutional Neural Networks (CNN). Recently, Graph Convolutional Networks (GCN) has been proved as an ideal way to handle non-Euclidean structure data, as well as for point cloud processing. However, GCN involves massive computation for searching adjacent nodes, and the heavy computational cost limits its applications in processing large-scale LiDAR point cloud in autonomous driving. In this work, we adopt a frustum-based point cloud-image fusion scheme to reduce the amount of LiDAR point clouds, thus making the GCN-based large-scale LiDAR point clouds feature learning feasible. On this basis, we propose an efficient graph attentional network to accomplish the goal of 3D object detection in autonomous driving, which can learn features from raw LiDAR point cloud directly without any conversions. We evaluate the model on the public KITTI benchmark dataset, the 3D detection mAP is 63.72% on KITTI Cars, Pedestrian and Cyclists, and the inference speed achieves 7.9 fps on a single GPU, which is faster than other methods of the same type.","3D object detection, Multi-sensors fusion, Graph convolutional networks, Attention mechanism, Autonomous driving",Zhenming Liang and Yingping Huang and Zhenwei Liu,https://www.sciencedirect.com/science/article/pii/S1047320322001870,https://doi.org/10.1016/j.jvcir.2022.103667,1047-3203,2022,103667,89,Journal of Visual Communication and Image Representation,Efficient graph attentional network for 3D object detection from Frustum-based LiDAR point clouds,article,LIANG2022103667
"The expected patch log-likelihood (EPLL) model is a patch prior-based image restoration method which received extensive attention in image processing in recent years for its outstanding ability to preserve the detail and structure. However, due to using the Gaussian mixture model (GMM) with the noise sensitivity as the local prior, the EPLL model suffers from undesired artifact and poor robustness frequently. In this paper, to restrain the generation of artifact of EPLL model, we replace the GMM with a bounded asymmetrical Studentâs-t mixture model (BASMM), which is sufficiently flexible to fit different shapes of image data, such as non-Gaussian, non-symmetric, and bounded support data. Then, the anisotropic nonlocal self-similarity (ANSS) based regularization parameters are designed to improve the robustness of the proposed model. Experimental results demonstrate the competitiveness of our proposed model compared with that of state-of-the-art methods in performance both visually and quantitatively.","EPLL image restoration, Finite mixture model, Bounded asymmetrical Studentâs-t mixture model, Anisotropic nonlocal self-similarity, Regularization parameters",Qiqiong Yu and Guo Cao and Hao Shi and Youqiang Zhang and Peng Fu,https://www.sciencedirect.com/science/article/pii/S1047320322001353,https://doi.org/10.1016/j.jvcir.2022.103611,1047-3203,2022,103611,88,Journal of Visual Communication and Image Representation,EPLL image restoration with a bounded asymmetrical Studentâs-t mixture model,article,YU2022103611
"Block-based progressive visual cryptography scheme (BPVCS) divides a secret image into non-overlapping blocks and encodes each block as sub-shadows. The final shadows for BPVCS are created by combining the associated sub-shadows. When enough shadows are superimposed, some of the secret blocks will be exposed. More information will be revealed as more shadows are used. This is referred to as progressive recovery. Hou et al. introduced a (2,n)-BPVCS. Yang et al. further extended the (2,n) scheme to a general (k,n) scheme. However, Yang et al. (k,n)-BPVCS suffers from the non-uniform progressive recovery and inconsistent background of recovered secret blocks. In this paper, we introduce a (k,n)-BPVCS to address the mentioned two defects. Theoretical analysis and experimental results are provided to illustrate the benefits of the proposed approach.","Secret sharing, Visual cryptography, Progressive recovery, Consistent background, Image block",Xiaotian Wu and Zhonglin Luo,https://www.sciencedirect.com/science/article/pii/S1047320322001511,https://doi.org/10.1016/j.jvcir.2022.103631,1047-3203,2022,103631,88,Journal of Visual Communication and Image Representation,Block-based progressive visual cryptography scheme with uniform progressive recovery and consistent background,article,WU2022103631
"3D point cloud has tremendous potential in many application tasks. However, the huge amount of data limits this potential. To simplify point clouds and improve their downstream application efficiency, this paper proposes AS-Net, an attention-aware downsampling network oriented to classification tasks. AS-Net realizes downsampling through an Attention-aware Sampling Module, which including an Input Embedding Module and an Attention Module. The former is designed to extract the global and local features of the point cloud, the latter is to generate the Sampling-Map to simulate the differentiable downsampling. Thanks to the attention mechanism, AS-Net may select the critical points of the original point cloud for classification tasks. In addition, AS-Net designs a Constraint Matching Module to match the sampled points to be a subset of the original point cloud at the inference phase. For end-to-end training, AS-Net construct a joint loss function that includes a task loss, a sampling loss, and a constraint loss. Extensive experiments on the ModelNet10/40 and ShapeNet datasets demonstrate that AS-Net achieves a good performance on the point cloud classification task. Especially when the downsampling size is small, the result is better than the referenced methods.","Point cloud, Downsampling, Attention, Constraint match, Classification task",Yakun Yang and Anhong Wang and Donghan Bu and Zewen Feng and Jie Liang,https://www.sciencedirect.com/science/article/pii/S1047320322001596,https://doi.org/10.1016/j.jvcir.2022.103639,1047-3203,2022,103639,89,Journal of Visual Communication and Image Representation,AS-Net: An attention-aware downsampling network for point clouds oriented to classification tasks,article,YANG2022103639
